instance_id,instance_path,seed,solver,offline_budget_sec,solver_status,solver_runtime_sec,fallback_used,makespan,tardiness,weighted_objective,schedule_hash,output_path
syn_100x20_01,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_01.fjs,0,cp_sat_repair_teacher,2.0,greedy_fallback,2.088090099976398,True,8322.0,376011.0,45923.1,501dcc78232d85468b1df7510d8b46a6d810ab61e7a05ba450deb0997585b616,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_01_seed00.json
syn_100x20_01,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_01.fjs,1,cp_sat_repair_teacher,2.0,greedy_fallback,2.0867461999878287,True,8322.0,376011.0,45923.1,501dcc78232d85468b1df7510d8b46a6d810ab61e7a05ba450deb0997585b616,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_01_seed01.json
syn_100x20_01,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_01.fjs,2,cp_sat_repair_teacher,2.0,greedy_fallback,2.082633199985139,True,8322.0,376011.0,45923.1,501dcc78232d85468b1df7510d8b46a6d810ab61e7a05ba450deb0997585b616,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_01_seed02.json
syn_100x20_01,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_01.fjs,3,cp_sat_repair_teacher,2.0,greedy_fallback,2.0863220000173897,True,8322.0,376011.0,45923.1,501dcc78232d85468b1df7510d8b46a6d810ab61e7a05ba450deb0997585b616,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_01_seed03.json
syn_100x20_01,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_01.fjs,4,cp_sat_repair_teacher,2.0,greedy_fallback,2.088036800036207,True,8322.0,376011.0,45923.1,501dcc78232d85468b1df7510d8b46a6d810ab61e7a05ba450deb0997585b616,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_01_seed04.json
syn_100x20_02,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_02.fjs,0,cp_sat_repair_teacher,2.0,greedy_fallback,2.0981138000497594,True,7150.0,345090.5,41659.05,35eac2cd8b408646cabed2e166dbe7fa3a2f74432746828f2662f07db74c5fb7,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_02_seed00.json
syn_100x20_02,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_02.fjs,1,cp_sat_repair_teacher,2.0,greedy_fallback,2.084225400001742,True,7150.0,345090.5,41659.05,35eac2cd8b408646cabed2e166dbe7fa3a2f74432746828f2662f07db74c5fb7,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_02_seed01.json
syn_100x20_02,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_02.fjs,2,cp_sat_repair_teacher,2.0,greedy_fallback,2.090008500032127,True,7150.0,345090.5,41659.05,35eac2cd8b408646cabed2e166dbe7fa3a2f74432746828f2662f07db74c5fb7,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_02_seed02.json
syn_100x20_02,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_02.fjs,3,cp_sat_repair_teacher,2.0,greedy_fallback,2.0808023999561556,True,7150.0,345090.5,41659.05,35eac2cd8b408646cabed2e166dbe7fa3a2f74432746828f2662f07db74c5fb7,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_02_seed03.json
syn_100x20_02,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_02.fjs,4,cp_sat_repair_teacher,2.0,greedy_fallback,2.0831163999973796,True,7150.0,345090.5,41659.05,35eac2cd8b408646cabed2e166dbe7fa3a2f74432746828f2662f07db74c5fb7,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_02_seed04.json
syn_100x20_03,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_03.fjs,0,cp_sat_repair_teacher,2.0,greedy_fallback,2.0844497000216506,True,8018.0,396420.5,47660.05,87ee0834fa6ea5c7ff29cb77a708e6307b7c722e288e05c906fbea1edca0e3e2,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_03_seed00.json
syn_100x20_03,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_03.fjs,1,cp_sat_repair_teacher,2.0,greedy_fallback,2.0884980999981053,True,8018.0,396420.5,47660.05,87ee0834fa6ea5c7ff29cb77a708e6307b7c722e288e05c906fbea1edca0e3e2,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_03_seed01.json
syn_100x20_03,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_03.fjs,2,cp_sat_repair_teacher,2.0,greedy_fallback,2.0872006000136025,True,8018.0,396420.5,47660.05,87ee0834fa6ea5c7ff29cb77a708e6307b7c722e288e05c906fbea1edca0e3e2,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_03_seed02.json
syn_100x20_03,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_03.fjs,3,cp_sat_repair_teacher,2.0,greedy_fallback,2.0855276999645866,True,8018.0,396420.5,47660.05,87ee0834fa6ea5c7ff29cb77a708e6307b7c722e288e05c906fbea1edca0e3e2,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_03_seed03.json
syn_100x20_03,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_03.fjs,4,cp_sat_repair_teacher,2.0,greedy_fallback,2.0854585000197403,True,8018.0,396420.5,47660.05,87ee0834fa6ea5c7ff29cb77a708e6307b7c722e288e05c906fbea1edca0e3e2,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_03_seed04.json
syn_100x20_04,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_04.fjs,0,cp_sat_repair_teacher,2.0,greedy_fallback,2.08255949994782,True,8242.0,420225.5,50264.55,54d44ecb7d9336c5208f8a99ba2abf8d7ed04e0ecc47e8178492ff2f7b1e77c1,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_04_seed00.json
syn_100x20_04,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_04.fjs,1,cp_sat_repair_teacher,2.0,greedy_fallback,2.0812129999976605,True,8242.0,420225.5,50264.55,54d44ecb7d9336c5208f8a99ba2abf8d7ed04e0ecc47e8178492ff2f7b1e77c1,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_04_seed01.json
syn_100x20_04,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_04.fjs,2,cp_sat_repair_teacher,2.0,greedy_fallback,2.0819227000465617,True,8242.0,420225.5,50264.55,54d44ecb7d9336c5208f8a99ba2abf8d7ed04e0ecc47e8178492ff2f7b1e77c1,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_04_seed02.json
syn_100x20_04,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_04.fjs,3,cp_sat_repair_teacher,2.0,greedy_fallback,2.081017700023949,True,8242.0,420225.5,50264.55,54d44ecb7d9336c5208f8a99ba2abf8d7ed04e0ecc47e8178492ff2f7b1e77c1,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_04_seed03.json
syn_100x20_04,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_04.fjs,4,cp_sat_repair_teacher,2.0,greedy_fallback,2.0870301999966614,True,8242.0,420225.5,50264.55,54d44ecb7d9336c5208f8a99ba2abf8d7ed04e0ecc47e8178492ff2f7b1e77c1,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_04_seed04.json
syn_100x20_05,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_05.fjs,0,cp_sat_repair_teacher,2.0,greedy_fallback,2.0920829999959096,True,8703.0,398012.5,48504.25,b825cd270425d9a23ad60c35a30ed1c9bfd8b6a2e50d1cfe260172603fe6cab3,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_05_seed00.json
syn_100x20_05,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_05.fjs,1,cp_sat_repair_teacher,2.0,greedy_fallback,2.0837269000476226,True,8703.0,398012.5,48504.25,b825cd270425d9a23ad60c35a30ed1c9bfd8b6a2e50d1cfe260172603fe6cab3,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_05_seed01.json
syn_100x20_05,data\raw\fjsp\synthetic_scaling\Scale-L\syn_100x20_05.fjs,2,cp_sat_repair_teacher,2.0,greedy_fallback,2.0853695000405423,True,8703.0,398012.5,48504.25,b825cd270425d9a23ad60c35a30ed1c9bfd8b6a2e50d1cfe260172603fe6cab3,outputs\episodes\synthetic_100x20\incumbents\syn_100x20_05_seed02.json
